versiculo,degree_centrality,eigenvector_centrality,betweenness_centrality
Zacarias 8:8,0.001254001254001254,0.00772193250467954,8.745199013233598e-05
1 Samuel 2:9,0.00231000231000231,0.007719415479694679,0.000723026684817167
Gálatas 6:8,0.001485001485001485,0.00771694088929587,0.00012955010543302663
2 Timóteo 4:2,0.002607002607002607,0.007715014594050609,0.0006602119821511262
João 15:14,0.002376002376002376,0.007710546737707294,0.0007926187921270066
Atos 17:23,0.001386001386001386,0.00770842429362336,0.00015360095853639755
Romanos 5:11,0.0015840015840015839,0.007706279326606769,0.00020630518221579632
Apocalipse 21:24,0.001419001419001419,0.007702214215437303,0.00017662268297610986
Salmos 107:10,0.001188001188001188,0.007700192313989574,0.00016163669688330738
Isaías 55:10,0.001221001221001221,0.007700019001883713,0.00014020006135109504
Salmos 62:8,0.0017490017490017489,0.007695569712055391,0.00028914556589688543
Romanos 3:4,0.002079002079002079,0.007693227313987003,0.00038609617915814947
Salmos 42:2,0.001056001056001056,0.0076873968210180955,0.00014486572239063905
João 15:20,0.001683001683001683,0.007687369839169357,0.0003731252059841963
João 12:49,0.001056001056001056,0.007684393984466017,2.800209127082858e-05
Salmos 145:1,0.002178002178002178,0.007678372898555904,0.00025515238329674
Atos 1:2,0.002244002244002244,0.007676987467360897,0.00031643918079379217
Romanos 2:17,0.001914001914001914,0.007673776624339365,0.0002798122959329846
Eclesiastes 7:20,0.001353001353001353,0.007673032704125646,3.307291879929167e-05
Mateus 13:35,0.001518001518001518,0.007668200209594489,0.0005082475995928097
Romanos 9:1,0.0015840015840015839,0.007668133760571775,0.00038307480049741056
Gálatas 6:1,0.002607002607002607,0.007666648964669239,0.0007865850833476705
Salmos 146:3,0.001518001518001518,0.0076634678683032195,0.0001401900646182332
Efésios 4:29,0.002442002442002442,0.007662772123365878,0.00042252629031589014
Salmos 89:15,0.001353001353001353,0.007653391269613174,0.00021615290734561493
Tito 2:2,0.001452001452001452,0.007648951236736018,0.00019051284895672325
Salmos 34:15,0.00165000165000165,0.0076461085173051765,0.00020626521807022197
Apocalipse 16:17,0.000957000957000957,0.007638788469235927,0.00010724225348372765
Sofonias 3:12,0.001023001023001023,0.007638768811290203,0.00011673607376460285
Lucas 19:10,0.00132000132000132,0.007637056990924258,7.059110295592437e-05
Apocalipse 19:4,0.001122001122001122,0.007636455229310111,6.12122403451256e-05
Mateus 10:16,0.00297000297000297,0.00763573695710288,0.0006135392298860391
Deuteronômio 7:9,0.001683001683001683,0.007629887609338588,0.0001936333277414255
Lucas 10:16,0.0017490017490017489,0.007627714219501165,0.0001570511268901243
2 Crônicas 34:27,0.001155001155001155,0.0076260414924286596,0.00022909301068497204
Tito 3:14,0.001188001188001188,0.00761761347662006,6.673926581954705e-05
Isaías 40:3,0.001683001683001683,0.007617549736379193,0.00021448547102525343
Jeremias 33:24,0.001815001815001815,0.007616754970240271,0.00038974354999223644
Filemom 1:5,0.00099000099000099,0.007614351877986167,2.7867131771954194e-05
João 15:22,0.001518001518001518,0.007610321041451701,0.0001961076227529582
João 5:19,0.001881001881001881,0.007609499157689448,0.00023234614930905977
Jó 19:26,0.000858000858000858,0.007609109738384286,7.965098254443942e-05
Deuteronômio 4:29,0.002013002013002013,0.007607700224239694,0.0003331655860965612
Filipenses 4:17,0.001683001683001683,0.007605378772288686,0.00019329136436962958
Mateus 22:29,0.00132000132000132,0.007604622565026061,0.00011877356396689248
1 Timóteo 1:19,0.001386001386001386,0.007599744925900579,0.00019945163381528846
Cânticos 1:4,0.002178002178002178,0.007599020049724885,0.0003968606816466164
João 7:33,0.000825000825000825,0.007598946106318813,6.73517847354597e-05
Lucas 1:68,0.001881001881001881,0.007597608141349628,0.0004947159386612395
Gênesis 48:15,0.002112002112002112,0.007594047275875816,0.001051007288984985
Colossenses 2:1,0.001188001188001188,0.007587593286785618,0.00021996909761677906
Deuteronômio 32:6,0.001716001716001716,0.007583384265124753,0.001015559496334637
Filipenses 4:9,0.0015840015840015839,0.007580959999753241,0.0001341234834046858
Isaías 40:28,0.001881001881001881,0.007578480809610486,0.0006990641745577294
Apocalipse 5:5,0.0015840015840015839,0.007577106264343136,0.0004549197479101846
1 Pedro 2:17,0.001881001881001881,0.007576206854916377,0.000328743303638063
Isaías 64:6,0.0022770022770022768,0.00757565413090245,0.0003746590125308865
Romanos 9:3,0.001353001353001353,0.007573298108653994,0.0004545755833315152
Oseias 1:9,0.0007920007920007919,0.007571577270805177,2.6959889632179692e-05
Atos 2:42,0.001914001914001914,0.007571520107419894,0.00037088565633480394
Salmos 1:3,0.002112002112002112,0.007570558278293341,0.0008876664665604204
Apocalipse 11:17,0.001452001452001452,0.007567663214437941,0.00014589165343669252
2 Pedro 1:12,0.001452001452001452,0.007564952914491464,0.00016322383058613618
Isaías 42:5,0.001848001848001848,0.007564437006285008,0.0002643400123314443
Neemias 9:26,0.002805002805002805,0.00756216320010942,0.0005402412421592868
Gênesis 26:4,0.00132000132000132,0.007561271722444524,0.00011661012317407615
Salmos 29:11,0.00165000165000165,0.007558811541839182,0.0001223653599743736
Jeremias 31:27,0.0007920007920007919,0.007558496310632864,5.402282989609139e-05
Sofonias 3:15,0.00198000198000198,0.007555861452109786,0.000574975426345713
Romanos 9:6,0.001089001089001089,0.007552255412136849,6.343037601801635e-05
Amós 3:7,0.002145002145002145,0.007549990635337658,0.0004098151246213922
2 Timóteo 2:15,0.001419001419001419,0.007547184571992878,0.00016664449247857674
Salmos 92:13,0.001287001287001287,0.007544682458939342,0.000154541294912644
Lucas 1:15,0.001683001683001683,0.007539604602051736,0.0013258752318863027
Marcos 16:20,0.001089001089001089,0.007537302816013344,0.00015296198248695138
Isaías 43:2,0.002607002607002607,0.007533683298010501,0.000500356118396932
2 Timóteo 3:10,0.001419001419001419,0.007533488319137881,0.00014750100734412167
Mateus 5:45,0.001485001485001485,0.007532327185581784,0.00013330254035657672
Jó 42:6,0.001947001947001947,0.007528895529032892,0.000750673668801194
João 13:8,0.001254001254001254,0.007525197022097827,0.0001920618862314061
Lucas 22:44,0.0015840015840015839,0.00752095527516755,0.00010172482992437971
Tiago 5:1,0.003597003597003597,0.0075208056322224335,0.0015219885663406852
Atos 17:18,0.001419001419001419,0.0075185182720278925,0.0002228295865975881
João 19:34,0.001056001056001056,0.007517761382346038,5.883781363624526e-05
Isaías 43:14,0.00132000132000132,0.007517228638954826,0.0004050930712199215
2 Coríntios 4:18,0.000759000759000759,0.007516896555178368,8.021032054706058e-05
Oseias 5:15,0.002904002904002904,0.0075159569187332785,0.0007164368015681981
Lucas 19:41,0.002607002607002607,0.007515737045722859,0.00022897153805405502
Apocalipse 18:2,0.002244002244002244,0.007515414760546227,0.0005245836670126851
Romanos 12:3,0.002409002409002409,0.007512047798140585,0.0006972130430550531
Hebreus 12:23,0.0022770022770022768,0.007511384053675351,0.0006953607977948149
Romanos 7:7,0.002013002013002013,0.007511377139647044,0.00029413040921559623
1 João 5:2,0.000924000924000924,0.007503108444595556,2.7779287443256967e-05
Efésios 2:15,0.00099000099000099,0.007499679920220195,3.1966093949236816e-05
Lucas 21:24,0.002244002244002244,0.007496981256871904,0.0005919741204329454
Jeremias 33:20,0.001221001221001221,0.007496396023555502,0.00012148066030523778
Salmos 123:1,0.001815001815001815,0.007495803616614593,0.00037403292818443784
João 3:11,0.001353001353001353,0.00749362696465675,5.949699122864854e-05
Salmos 52:1,0.002013002013002013,0.007493412197380558,0.0007423463525636736
Romanos 6:1,0.0007920007920007919,0.007492427828435709,2.5161975915781244e-05
Jeremias 13:16,0.001947001947001947,0.007489695838673472,0.00033331940125775445
Ezequiel 36:28,0.001188001188001188,0.007485789940446712,3.909358367263338e-05
Lucas 13:5,0.000759000759000759,0.007480510931563251,1.3223245612804006e-05
Lucas 12:33,0.001386001386001386,0.0074781723504575666,0.00017943461778259165
1 Coríntios 14:16,0.001485001485001485,0.007477465434912006,0.00018131891848511005
Jeremias 8:10,0.001815001815001815,0.007473257493674542,0.0003011630312184899
João 16:15,0.000561000561000561,0.007472536627583277,1.0514116909286268e-05
Efésios 4:21,0.001056001056001056,0.00747159288321965,2.9734991463413387e-05
Romanos 11:13,0.000858000858000858,0.007470345807182594,8.635891471873373e-06
Lucas 19:27,0.0022770022770022768,0.007467200209219459,0.0003290945896531174
Provérbios 14:32,0.002343002343002343,0.007452215689241022,0.0002969691171222532
Jeremias 2:11,0.001221001221001221,0.007451357470890976,0.00012530050423542442
Romanos 15:6,0.0007920007920007919,0.007451099570314653,2.3014013869328978e-05
Salmos 103:1,0.002013002013002013,0.007450390740140777,0.00015573098225529227
Jeremias 5:21,0.001518001518001518,0.007446785106515788,0.00011562054818079113
Hebreus 9:7,0.001353001353001353,0.007444103150282317,0.00046872960644985483
Mateus 4:10,0.001782001782001782,0.007441703568560451,0.0001571059339635146
Mateus 2:2,0.001617001617001617,0.007441200377026177,0.0003407471440977618
Marcos 9:7,0.001683001683001683,0.007435533977286518,0.0002632212674932986
João 14:18,0.001122001122001122,0.0074315947357798,0.00020926374366077953
Isaías 42:3,0.00132000132000132,0.0074303768849368354,0.0002981593159256069
Lucas 9:35,0.000924000924000924,0.007427536318758356,2.1724972227744557e-05
Romanos 10:17,0.001188001188001188,0.007426241102571143,0.00012978355586000035
Amós 9:14,0.002013002013002013,0.007425975466477966,0.00011644438214499494
Isaías 51:3,0.002046002046002046,0.007424108025719156,0.0002792183143221239
Isaías 9:15,0.002013002013002013,0.0074231234028030585,0.0004640417586742756
Tiago 1:22,0.002178002178002178,0.00741685131445109,0.00028507953589045
João 6:29,0.000858000858000858,0.007416588343573278,7.774294211516152e-05
João 4:21,0.001254001254001254,0.007414607184609122,0.00015880272972853442
Hebreus 1:1,0.001716001716001716,0.007403509638669792,0.0004569560167722734
Gálatas 6:10,0.002013002013002013,0.007398493842418999,0.00024782627933254937
Amós 9:12,0.000924000924000924,0.007397342648126356,0.00023913841028747
1 Tessalonicenses 4:5,0.001089001089001089,0.00739673647703304,6.0392665813811305e-05
2 Coríntios 6:7,0.001485001485001485,0.007395984370514761,0.00010258537023062478
Romanos 3:5,0.001782001782001782,0.007395141793527758,0.00031251623324344906
Filipenses 1:1,0.001947001947001947,0.007394143297763751,0.0003704124063598938
João 2:19,0.00165000165000165,0.0073922234964266895,0.00022139873974361062
2 Coríntios 12:11,0.001617001617001617,0.007392150169283737,0.0001132015922992016
Atos 14:3,0.001155001155001155,0.007388826742143306,9.208727631570751e-05
Atos 4:28,0.001782001782001782,0.007385946760146764,0.00019985695206766003
Lucas 6:20,0.001551001551001551,0.007383401254452446,0.00012712450582821728
Isaías 44:8,0.002409002409002409,0.007379974080937604,0.0008671257456442457
Salmos 84:2,0.001122001122001122,0.007379811896593794,8.519722623212891e-05
Isaías 32:17,0.001419001419001419,0.007379359109718633,0.0002135315904379975
Isaías 48:12,0.001188001188001188,0.00737809571552904,6.064626594234234e-05
Salmos 50:6,0.001221001221001221,0.007376895386471703,6.664644863672538e-05
Zacarias 14:16,0.002145002145002145,0.007370091065663088,0.0009588019248614722
Romanos 12:6,0.001881001881001881,0.007367142841814568,0.0006075367645243465
João 5:27,0.0007920007920007919,0.007366625484059447,2.050993967897236e-05
Mateus 7:22,0.001881001881001881,0.007361372916100399,0.00036711779016242565
Romanos 7:23,0.001056001056001056,0.007358707526712673,0.0001629139265603254
Isaías 2:1,0.000495000495000495,0.007349828359130772,0.00015791769944802187
Jeremias 30:18,0.002178002178002178,0.007348395617255569,0.0006938773212563744
Provérbios 3:5,0.002145002145002145,0.007341643711468339,0.0005777112851848617
Salmos 97:2,0.001617001617001617,0.007340432268136547,0.0001260760681611899
Gálatas 5:4,0.00099000099000099,0.0073401483353445745,0.00010233433567621682
Ezequiel 36:24,0.001848001848001848,0.007327675641736975,0.00015580974244863537
Atos 1:4,0.0007920007920007919,0.0073237494445158756,3.65008446795495e-05
Marcos 13:26,0.000825000825000825,0.007318983711132712,1.8970338101867083e-05
Salmos 31:5,0.00099000099000099,0.007318782974487872,0.00024293622388286043
João 1:7,0.001155001155001155,0.007318234852716991,0.0001490715343042885
Salmos 146:10,0.000759000759000759,0.007318148673537228,1.8008190530637092e-05
Salmos 91:14,0.001518001518001518,0.007311175291248311,0.00022412389632368805
1 Coríntios 3:1,0.001122001122001122,0.007307441659214456,0.00020940381764043842
Ezequiel 34:25,0.00165000165000165,0.007305910977734786,0.0003252897295671851
Marcos 13:9,0.001815001815001815,0.00730419548416114,0.0004287858112856417
1 Pedro 2:23,0.002112002112002112,0.007303494939184673,0.0005303769329538405
Gálatas 2:7,0.001188001188001188,0.007300779106753679,5.29566683721678e-05
Atos 1:25,0.001386001386001386,0.007300475597141522,0.000102314090358438
Mateus 16:21,0.002079002079002079,0.007299092812702449,0.0003001793711011099
Daniel 4:32,0.00165000165000165,0.007296962694718285,0.0001418842406406964
Hebreus 3:5,0.001716001716001716,0.007295089657695762,0.0005521907850362554
Jó 34:29,0.001848001848001848,0.007294444801133068,0.00027210649185666633
1 João 2:22,0.000759000759000759,0.007293485041022536,2.2065245677863025e-05
Jeremias 32:19,0.0017490017490017489,0.007292372857332249,0.00013671958974834246
Salmos 111:10,0.001782001782001782,0.007291170411134709,0.00020084194469006613
Hebreus 8:8,0.001188001188001188,0.007288931971441018,0.0002813550710646121
Salmos 93:1,0.002046002046002046,0.00728808593148789,0.00011213173916018324
Isaías 44:2,0.001452001452001452,0.007287137405888514,0.0003239779590912425
Mateus 12:28,0.001122001122001122,0.007282658432445434,7.4246583709558e-05
1 Timóteo 6:20,0.00165000165000165,0.007277950611908502,0.00017718345382553724
Efésios 1:2,0.000495000495000495,0.0072743068001352535,1.568617405694632e-05
Jeremias 28:15,0.001716001716001716,0.0072738533186112375,0.000194218619159823
Salmos 88:1,0.001914001914001914,0.007273413063928802,0.00048032909085806027
Jó 23:10,0.001485001485001485,0.007273363780229488,0.00044676367102844345
1 João 2:9,0.000924000924000924,0.00727311853030295,5.462015776267347e-05
Deuteronômio 4:20,0.001155001155001155,0.007271287997528029,8.117541067596862e-05
Gálatas 5:1,0.002442002442002442,0.0072697231359659786,0.0004609849886729131
Efésios 2:6,0.00066000066000066,0.007268742404883942,2.17196584034117e-05
Salmos 104:2,0.001287001287001287,0.0072634175087162465,5.901676783318428e-05
2 Coríntios 8:1,0.001518001518001518,0.0072583724794535575,9.852898496513258e-05
2 Timóteo 3:2,0.002145002145002145,0.007257850880286319,0.0005864579999064924
Zacarias 3:9,0.0015840015840015839,0.007257215288275363,0.0004112206226305083
Êxodo 3:6,0.00231000231000231,0.0072559456291270905,0.0005235360500874249
Apocalipse 4:2,0.001485001485001485,0.007255704144580382,0.00014607126747558747
2 Pedro 3:8,0.001089001089001089,0.007251608805249313,0.00010303641693785807
Salmos 34:14,0.001452001452001452,0.00725014570183672,0.00021209088558340477
João 3:2,0.001716001716001716,0.0072458528356235735,0.00022777989560857133
Salmos 128:1,0.002013002013002013,0.00724543277644017,0.00015877040903649538
João 8:19,0.001254001254001254,0.0072453761168034285,5.011469674326925e-05
Isaías 56:11,0.002178002178002178,0.007242235546380776,0.0003286097155607064
Isaías 65:24,0.0017490017490017489,0.007240006988358044,0.00027618647145022965
Oseias 14:9,0.002574002574002574,0.0072392813458553645,0.0004521336192268754
Miquéias 3:8,0.001848001848001848,0.007235959865154529,0.0004957026863078541
Salmos 19:14,0.00132000132000132,0.007234489588733598,0.0004987815403125543
Zacarias 4:6,0.002112002112002112,0.007234349159225598,0.0012692748724318578
Isaías 8:8,0.00099000099000099,0.007229653208389797,0.00032064745541196543
Romanos 2:6,0.001518001518001518,0.007229005543859629,0.00015188799081399594
Salmos 10:16,0.001089001089001089,0.00722627949606893,0.00019348808123246882
Gálatas 3:2,0.001089001089001089,0.007225388696232788,4.0221613582006553e-05
Filipenses 4:3,0.001815001815001815,0.007222106680357231,0.00114819440354942
Jeremias 30:10,0.001947001947001947,0.00722164800956194,0.00022362339721991914
João 6:46,0.000693000693000693,0.007221445007705443,6.905431328813663e-06
Mateus 24:9,0.001716001716001716,0.007221006069810892,0.00010209802001664647
Lucas 11:49,0.001254001254001254,0.007220519690438967,0.0002532423007901399
João 15:3,0.000528000528000528,0.007219313570995425,2.2844591680652888e-05
Gênesis 22:17,0.002706002706002706,0.00721811641185661,0.0011185899170713623
Apocalipse 19:7,0.0017490017490017489,0.007211003079896409,0.00016863442656417534
Efésios 3:2,0.001155001155001155,0.007210395967305183,5.665030635665489e-05
Lucas 16:15,0.00231000231000231,0.007208636914054849,0.0004440959654653822
Tiago 5:11,0.002409002409002409,0.0072065154649697885,0.0006835949132466919
1 Pedro 3:11,0.0017490017490017489,0.007202495445376427,0.0005526284676419258
Salmos 43:4,0.001287001287001287,0.007201017030578666,0.00020972667135004715
Hebreus 12:12,0.001485001485001485,0.007199205736840865,0.00026689486205377737
Jeremias 15:16,0.001353001353001353,0.007193230207266387,0.00010864510826926934
João 19:19,0.001188001188001188,0.0071922605757196905,0.00010882536781410651
Jeremias 4:22,0.002409002409002409,0.007183947761802757,0.0007410470398662849
2 Samuel 23:3,0.001617001617001617,0.007173782022208568,0.00044229783984998965
1 Timóteo 3:3,0.002409002409002409,0.007170391190864232,0.0007940429416697759
2 Tessalonicenses 2:12,0.001023001023001023,0.007165340129002999,0.00012363354368857856
Filemom 1:9,0.001056001056001056,0.007164048769930471,0.00010472498490969732
Lucas 1:47,0.001155001155001155,0.007153043235171105,3.992821810429406e-05
João 19:35,0.0007920007920007919,0.007152643321540702,2.826643977731856e-05
Atos 26:9,0.001452001452001452,0.007149701747442028,0.00012160709085182335
Isaías 8:18,0.001485001485001485,0.007146373459400152,0.0003410918706594078
Zacarias 11:7,0.001155001155001155,0.007142328792010041,0.00023322139068347804
2 Timóteo 2:24,0.001914001914001914,0.007139348302450078,0.0004037857064827901
Atos 4:20,0.001716001716001716,0.0071311760964189765,0.00033312287687048815
Hebreus 12:16,0.001254001254001254,0.007130752856670365,0.00017024599364555282
Romanos 11:30,0.000759000759000759,0.007126193913980341,0.0004047024347297113
Atos 7:2,0.001815001815001815,0.00712599932253975,0.0003938762504066708
Isaías 27:11,0.002706002706002706,0.007125688553064014,0.0009430594656327527
Jeremias 33:3,0.001815001815001815,0.00712551992849899,0.00032523964785609636
Malaquias 1:6,0.002838002838002838,0.007122892718914139,0.0009705165419186434
Lucas 16:14,0.001782001782001782,0.007122069298402526,0.0003388444231323506
Mateus 21:9,0.001485001485001485,0.007118747532251418,0.00024010368081608057
Atos 15:17,0.00132000132000132,0.007107292053117259,0.00019263846407758977
Apocalipse 9:20,0.00231000231000231,0.0071035839133044105,0.0006452071209331457
Lucas 15:5,0.001419001419001419,0.007098452283400933,0.00016604663259311246
Isaías 45:7,0.002013002013002013,0.007096413984957141,0.0005369011487431165
Salmos 37:3,0.002112002112002112,0.0070959644494466125,0.0004202310812389469
2 Timóteo 2:1,0.001386001386001386,0.007094100551507657,8.934559328947123e-05
1 Tessalonicenses 1:6,0.001683001683001683,0.007092064062346343,0.00038233292421302885
João 10:26,0.000924000924000924,0.007091775602885647,4.6687680789666146e-05
1 Coríntios 5:7,0.00198000198000198,0.007091450583065119,0.00036622491873643335
Atos 16:25,0.002112002112002112,0.0070888945468427595,0.0004046373469638073
Isaías 28:29,0.000594000594000594,0.007086752160187263,7.16156830918841e-05
Salmos 47:2,0.001287001287001287,0.007085663666755032,0.00018663883291342395
Êxodo 20:5,0.004059004059004059,0.00708360355876839,0.0023841089546818013
Salmos 119:1,0.001881001881001881,0.007076928317297871,0.0003322714488091531
1 Coríntios 13:2,0.002211002211002211,0.007076476994371218,0.0006165099934685767
Gálatas 4:11,0.000858000858000858,0.007069475759763443,8.322333431167559e-05
João 4:42,0.001188001188001188,0.007069421482906608,4.401448856422984e-05
Neemias 1:5,0.001056001056001056,0.007065818695084801,8.462176334365218e-05
1 Reis 8:46,0.001419001419001419,0.007065690436047278,0.00011634905345203398
Isaías 44:1,0.000891000891000891,0.0070613849411333834,6.498309633520008e-05
Deuteronômio 33:26,0.001551001551001551,0.007058973969770774,0.00019037599125641374
Atos 2:5,0.001056001056001056,0.007058706255662607,0.0001910515168347553
Apocalipse 2:21,0.001155001155001155,0.0070579106464032015,9.917924436784826e-05
1 Samuel 17:36,0.0017490017490017489,0.007052493026682213,0.0003434448778442816
Zacarias 14:8,0.001089001089001089,0.00705097472639467,0.00015469911052929611
1 Coríntios 1:4,0.000924000924000924,0.007049522771040668,1.9805586371095316e-05
Mateus 13:39,0.00132000132000132,0.007048701330769415,0.00019435461337751904
1 Coríntios 12:27,0.000693000693000693,0.007045378163553761,5.4457034607556056e-05
Marcos 9:12,0.001254001254001254,0.007039458754816714,0.0002437099294587907
Gênesis 3:19,0.002244002244002244,0.007039017868890839,0.0006111718493177744
2 Tessalonicenses 3:5,0.001617001617001617,0.007034105627489546,6.433395321465452e-05
Jeremias 17:9,0.002013002013002013,0.007033481434514403,0.00017546745368947353
2 Coríntios 8:7,0.001287001287001287,0.007026604377498501,0.00018746279506199928
Isaías 65:9,0.001155001155001155,0.007023752447468813,0.00017533071916758913
Romanos 6:11,0.000858000858000858,0.007022502505075184,0.00011077601016442662
1 Tessalonicenses 4:13,0.002046002046002046,0.007021769899098334,0.0005968230187565972
Mateus 24:14,0.001485001485001485,0.0070200569614184884,0.00039729289985253004
Hebreus 11:1,0.001287001287001287,0.007018694622880749,0.0001243979125535241
Salmos 10:17,0.002079002079002079,0.007014828943636715,0.00025869877614511906
Provérbios 8:17,0.00132000132000132,0.007013379775671364,0.00018829333955972197
2 Timóteo 4:6,0.001089001089001089,0.0070121372409006465,0.0001806182676980637
Salmos 115:3,0.001254001254001254,0.007011447808149136,8.290937629654781e-05
Romanos 1:2,0.000561000561000561,0.007010463071023707,1.6681971116741823e-05
Salmos 22:22,0.001353001353001353,0.007007246607398053,0.00020118976470592237
Jó 1:1,0.002112002112002112,0.007004429836331385,0.0007067711960354923
Efésios 1:23,0.001023001023001023,0.007003911180218765,5.275380561647182e-05
Apocalipse 2:14,0.002607002607002607,0.0069973092071135305,0.0005575698365047342
Hebreus 1:9,0.001815001815001815,0.006995020248533534,0.00031366589499876046
1 Tessalonicenses 3:6,0.00165000165000165,0.006988378057053989,0.00018877303527019488
Apocalipse 20:8,0.001353001353001353,0.006985834445736547,0.0001897907083747907
Apocalipse 2:12,0.0007920007920007919,0.006980373796989355,1.899264262165522e-05
1 Timóteo 3:11,0.001353001353001353,0.006979654615550663,0.00026839863970805886
2 João 1:1,0.001254001254001254,0.006977821868508002,8.43058787058107e-05
Hebreus 5:8,0.000759000759000759,0.0069769233309761374,1.3410144521299827e-05
Hebreus 11:17,0.001386001386001386,0.00697516291893602,0.00018114841029419473
Gálatas 1:13,0.000825000825000825,0.006973973778474363,8.245277032484913e-05
João 15:21,0.001419001419001419,0.006967972109937517,0.00033755153516632603
1 Coríntios 3:3,0.001551001551001551,0.006966446324406914,0.00014282499865227955
Isaías 43:7,0.00165000165000165,0.006962852063733904,0.00014689814424227566
João 4:23,0.001782001782001782,0.006957912036138839,0.000517168604412728
Hebreus 6:6,0.001023001023001023,0.006952737732187514,9.540703373801205e-05
Isaías 62:2,0.001254001254001254,0.006952488962417203,0.00010214254617384396
1 Coríntios 15:1,0.001122001122001122,0.006948880891083492,4.511484826946353e-05
Isaías 64:4,0.001287001287001287,0.006946187715224276,5.93766875816231e-05
2 Coríntios 7:4,0.001188001188001188,0.006944453391247734,4.964372130190432e-05
Romanos 8:6,0.001089001089001089,0.0069418811661176895,7.23864485257769e-05
2 Coríntios 12:8,0.001089001089001089,0.006937582788139699,0.00014469019007128244
Isaías 25:1,0.001782001782001782,0.006936246346803714,0.00018514352530057542
Zacarias 11:8,0.002244002244002244,0.006935857387829162,0.00042567691309088876
João 9:35,0.001254001254001254,0.006932050233053274,8.908898844777567e-05
Isaías 54:4,0.001089001089001089,0.006931041168632163,0.00013654856211801837
Apocalipse 11:19,0.002244002244002244,0.006928602380205674,0.0009005752738266892
Romanos 8:4,0.000759000759000759,0.0069217429083413265,2.4517761709232428e-05
1 Coríntios 3:22,0.000924000924000924,0.0069209924664809,4.072226243937573e-05
Isaías 35:4,0.002145002145002145,0.006919832895862387,0.00030257443287857804
Sofonias 3:5,0.001815001815001815,0.006914422792393963,0.0003633365919590755
Apocalipse 19:13,0.000891000891000891,0.006907492268813813,0.00016418240798993526
2 Crônicas 16:9,0.002475002475002475,0.006906696878349684,0.000678494529227246
João 14:2,0.001452001452001452,0.006906302335548136,0.00029529792432268613
Isaías 48:1,0.00264000264000264,0.006906164019929035,0.0006771594650583219
Filipenses 1:8,0.0015840015840015839,0.006902195984637181,0.00018003176604307745
1 Coríntios 2:2,0.000759000759000759,0.006901611778895039,1.6018320665391164e-05
Apocalipse 21:9,0.000726000726000726,0.0068959473718278,1.94247845738932e-05
Daniel 2:34,0.001815001815001815,0.0068928566564515,0.0001846463529586347
Salmos 89:52,0.000594000594000594,0.006889863144582269,1.549301058812181e-05
Isaías 6:9,0.001881001881001881,0.00688265673124928,8.328018693432204e-05
Daniel 3:17,0.001485001485001485,0.006882417221237253,0.00021372201611074553
Ezequiel 47:1,0.001089001089001089,0.006882223536219447,0.00038760922379616494
Esdras 3:11,0.001947001947001947,0.006881458756143853,0.00040191018717374076
Isaías 65:15,0.001683001683001683,0.006878922038727628,0.00035149546100315157
Romanos 12:16,0.002409002409002409,0.006869632176872463,0.000735865160484496
Salmos 85:8,0.001518001518001518,0.006859859005250853,0.0002082226591951971
Mateus 8:29,0.001452001452001452,0.00685628995267475,0.0002033211059128696
Mateus 22:32,0.000924000924000924,0.006854372761254271,3.406018008958165e-05
João 1:3,0.000957000957000957,0.006848572316052803,4.1087625902089206e-05
João 5:30,0.001287001287001287,0.006848329954171032,0.00015513227150860964
1 Coríntios 7:19,0.001023001023001023,0.006846756759366012,2.747077393063799e-05
2 Samuel 23:4,0.00099000099000099,0.006843674437417674,5.4783079728881294e-05
João 19:28,0.001419001419001419,0.006837938853906996,0.00011094458037695646
Mateus 13:52,0.001815001815001815,0.006837384839802275,0.0003420918399381599
Salmos 62:2,0.00132000132000132,0.006830078873367046,0.00018305286579351206
2 Timóteo 1:18,0.001122001122001122,0.006824410024032444,0.00013750563540901537
Hebreus 13:12,0.001056001056001056,0.006823361491324582,0.00017128835573884446
1 Tessalonicenses 5:17,0.000957000957000957,0.006821233983134516,2.5300274851060597e-05
1 João 1:6,0.001254001254001254,0.006820050044886273,0.00012640959666914933
João 8:29,0.001353001353001353,0.006819725256737012,6.805213270478625e-05
Isaías 5:1,0.0017490017490017489,0.006817070233576391,0.0003126256733913942
Jeremias 31:10,0.001848001848001848,0.0068140033730423495,0.00036229489477581994
Romanos 11:1,0.0017490017490017489,0.006809643229559683,0.00033706456743549967
Levítico 26:40,0.002079002079002079,0.0068088463926971685,0.00034190218190079623
2 Timóteo 1:5,0.001419001419001419,0.006807409612739197,0.0001423281093949136
1 João 4:13,0.00066000066000066,0.006804954903870386,5.229840299110138e-06
Mateus 23:33,0.001353001353001353,0.006801318241703853,0.0001246118168544273
Isaías 62:4,0.001848001848001848,0.006800792445442212,0.0001107720670088604
1 Timóteo 1:9,0.001782001782001782,0.006800608735063549,0.0006275442174569114
2 Timóteo 2:2,0.001881001881001881,0.006798674514604728,0.0003157145172223666
2 Coríntios 12:21,0.002013002013002013,0.006797924965961027,0.00036654407540004304
Salmos 72:16,0.001452001452001452,0.0067966727431782925,0.0001917884474650926
Romanos 11:11,0.001122001122001122,0.006789333913371545,8.39080699079969e-05
João 1:34,0.002079002079002079,0.006788880295630444,0.00018938345254096786
Apocalipse 4:1,0.001353001353001353,0.0067836390733631595,0.00022173462751046347
2 Reis 22:19,0.002079002079002079,0.006780030332363285,0.000551937993003234
